Date,Open,High,Low,Close,Volume,Value
2025-01-15,7125.0,7180.0,7070.0,7178.5,618061,4401272371.0
2025-01-16,7190.0,7255.0,7170.5,7208.0,563475,4069122748.5
2025-01-17,7204.0,7345.0,7190.0,7342.0,644153,4690781349.5
2025-01-20,7376.0,7400.0,7165.0,7194.0,872440,6364559201.0
2025-01-21,7240.5,7243.0,7141.0,7239.5,410714,2953928543.0
2025-01-22,7243.5,7287.5,7206.0,7215.0,538641,3903222031.0
2025-01-23,7220.0,7220.0,7140.0,7215.0,457326,3284186641.0
2025-01-24,7216.0,7226.0,7160.0,7199.5,347307,2498038599.0
2025-01-27,7199.0,7199.0,7013.0,7065.5,503135,3565115561.0
2025-01-28,7065.5,7176.0,7040.0,7160.0,459802,3273351302.0
2025-01-29,7157.0,7236.5,7117.5,7192.0,546981,3929860267.0
2025-01-30,7185.0,7214.5,7152.5,7166.0,384311,2756863269.0
2025-01-31,7161.0,7202.0,7141.0,7171.0,541516,3885562270.5
2025-02-03,7160.0,7206.0,7104.5,7170.0,429275,3074981080.0
2025-02-04,7170.0,7187.5,7066.0,7093.5,421017,3001507047.5
2025-02-05,7080.5,7184.5,7080.5,7171.0,370359,2643411589.5
2025-02-06,7181.0,7215.0,7140.0,7141.0,560984,4027278234.5
2025-02-07,7150.0,7180.0,7120.0,7148.0,326119,2332406575.5
2025-02-10,7175.0,7230.0,7130.0,7147.5,572659,4117764315.0
2025-02-11,7147.5,7289.5,7147.5,7271.0,610101,4415083704.0
2025-02-12,7275.0,7685.0,7217.0,7676.0,1531462,11336970584.0
2025-02-13,7680.0,7981.5,7390.0,7534.0,2625855,20032749729.5
2025-02-14,7444.5,7734.0,7285.0,7492.5,1544608,11716816608.5
2025-02-17,7575.0,7819.0,7550.0,7784.5,1041127,8011772247.5
2025-02-18,7799.5,7835.0,7589.0,7644.5,1060072,8174307786.0
2025-02-19,7647.0,7760.0,7590.0,7714.5,594657,4564777576.0
2025-02-20,7737.0,7780.0,7684.5,7720.0,439558,3396369977.5
2025-02-21,7721.0,7790.0,7636.5,7709.5,648005,4994086932.0
2025-02-24,7710.0,7744.5,7650.0,7737.5,588691,4532616600.5
2025-02-25,7737.5,7805.0,7690.0,7729.0,745085,5784850515.0
2025-02-26,7729.0,7764.5,7511.0,7555.0,902492,6867279073.0
2025-02-27,7570.0,7630.0,7466.5,7497.0,674650,5089633570.0
2025-02-28,7497.0,7559.5,7390.0,7546.5,793380,5919015358.5
2025-03-03,7559.5,7580.0,7266.5,7341.5,1118343,8220481709.0
2025-03-04,7356.0,7472.0,7245.0,7393.0,1375930,10122512494.5
2025-03-05,7405.5,7405.5,7230.0,7241.0,1054109,7704132373.0
2025-03-06,7250.0,7284.5,7130.0,7175.0,843624,6062306963.5
2025-03-07,7200.0,7305.5,7100.5,7225.0,1034167,7453073888.5
2025-03-10,7230.0,7260.0,7161.5,7185.0,547759,3949740535.5
2025-03-11,7185.0,7278.5,7156.0,7248.5,537137,3875766585.0
2025-03-12,7257.5,7259.0,7180.0,7205.0,391736,2824174665.5
2025-03-13,7207.0,7242.0,7095.0,7130.0,996398,7141136568.0
2025-03-14,7120.0,7180.0,7081.5,7149.5,573471,4091845965.5
2025-03-17,7163.0,7272.0,7152.0,7222.5,731164,5280964317.0
2025-03-18,7223.5,7299.0,7157.0,7183.0,940983,6808048960.0
2025-03-19,7200.0,7278.5,7150.0,7221.0,557196,4018203501.0
2025-03-20,7221.5,7316.5,7175.0,7293.5,1383149,10019849701.0
2025-03-21,7300.0,7398.0,7299.0,7346.5,1047881,7705739727.5
2025-03-24,7350.0,7385.5,7250.5,7291.0,995514,7262479315.0
2025-03-25,7291.0,7330.0,7184.0,7265.0,1028467,7453456778.5
2025-03-26,7275.5,7309.0,7180.0,7185.0,533574,3854353266.5
2025-03-27,7200.0,7200.0,7097.0,7108.5,584404,4176983024.0
2025-03-28,7108.0,7129.5,7048.0,7064.5,739006,5232721123.5
2025-03-31,7065.0,7114.5,6800.0,7026.5,1216507,8522786243.0
2025-04-01,7038.5,7104.0,6887.5,6905.0,871014,6073751966.0
2025-04-02,6892.0,6989.0,6851.0,6978.0,719619,4967960701.5
2025-04-03,6977.0,7030.0,6700.0,6802.0,1018617,6964994270.0
2025-04-04,6818.0,6824.5,6445.5,6445.5,1870665,12367482540.5
2025-04-07,6430.0,6596.0,6275.5,6349.5,2916075,18616026365.5
2025-04-08,6399.5,6478.0,6278.0,6283.5,1109619,7083580292.0
2025-04-09,6270.0,6550.0,6110.0,6507.0,2014898,12665046575.0
2025-04-10,6520.0,6530.0,6305.0,6375.5,1062122,6801974556.0
2025-04-11,6375.5,6533.0,6374.5,6508.0,811795,5269667809.0
2025-04-14,6522.0,6599.0,6427.5,6474.0,703350,4579416679.0
2025-04-15,6475.0,6520.0,6410.0,6466.0,324288,2098914900.5
2025-04-16,6467.0,6550.0,6410.0,6515.0,456729,2960611956.0
2025-04-17,6530.0,6720.0,6517.0,6719.0,803595,5306623413.5
2025-04-18,6676.0,6699.5,6500.0,6629.5,745494,4918864902.5
2025-04-21,6675.5,6765.0,6631.5,6732.5,521145,3492143305.5
2025-04-22,6743.0,6825.0,6672.0,6764.0,742046,5003732215.5
2025-04-23,6777.0,6789.0,6678.0,6743.0,617549,4157943175.0
2025-04-24,6746.0,6800.0,6680.0,6683.5,444399,2997681008.0
2025-04-25,6693.5,6875.0,6693.0,6856.5,685458,4659979486.5
2025-04-28,6878.0,6963.0,6805.0,6827.0,776244,5344514419.0
2025-04-29,6827.0,6868.0,6700.0,6725.0,419378,2846235795.0
2025-04-30,6725.0,6763.0,6595.0,6684.0,686926,4575063179.0
2025-05-02,6685.0,6703.5,6485.0,6504.0,389091,2558868261.0
2025-05-05,6504.0,6574.5,6285.0,6335.5,982184,6269532269.0
2025-05-06,6338.5,6462.5,6292.5,6373.5,698328,4461472359.0
2025-05-07,6380.5,6497.0,6340.0,6458.5,641411,4127670998.0
2025-05-08,6455.0,6536.0,6451.0,6535.0,285275,1857310762.0
2025-05-12,6563.0,6800.0,6560.0,6775.0,870633,5849667109.5
2025-05-13,6774.0,6790.0,6704.0,6773.0,386161,2609230170.0
2025-05-14,6785.0,6840.0,6660.0,6699.5,419199,2832491770.5
2025-05-15,6680.0,6732.5,6540.5,6612.0,700940,4632209916.0
2025-05-16,6611.5,6689.0,6491.0,6605.0,735470,4844726927.5
2025-05-19,6620.0,6740.0,6611.5,6636.5,708464,4728007049.5
2025-05-20,6649.5,6667.5,6561.5,6584.0,332451,2197445224.5
2025-05-21,6594.0,6670.0,6575.0,6604.5,375152,2480528888.5
2025-05-22,6608.0,6617.0,6470.0,6528.0,701004,4571884723.0
2025-05-23,6482.0,6561.5,6482.0,6550.0,333906,2179598032.0
2025-05-26,6557.5,6569.0,6400.0,6440.0,624919,4043394160.0
2025-05-27,6438.0,6498.0,6371.5,6486.0,469003,3025410537.0
2025-05-28,6486.0,6687.0,6444.0,6686.0,742303,4889897063.0
2025-05-29,6695.5,6815.0,6650.0,6680.5,858764,5774368377.0
2025-05-30,6680.5,6764.0,6651.0,6749.0,755821,5083316070.5
2025-06-02,6761.5,6834.0,6673.0,6834.0,1723663,11645523643.5
2025-06-03,6360.0,6497.5,6350.0,6473.0,1793592,11553538049.5
2025-06-04,6473.0,6487.5,6422.0,6431.5,704634,4553461472.0
2025-06-05,6448.0,6472.0,6437.5,6453.0,423557,2734708414.5
2025-06-06,6454.0,6545.0,6330.0,6344.5,1085870,6989779243.5
2025-06-09,6345.0,6383.0,6221.5,6249.0,676991,4258817759.0
2025-06-10,6272.0,6283.0,6138.0,6195.5,711261,4401851910.0
2025-06-11,6195.5,6231.5,6145.0,6173.5,548759,3393086881.5
2025-06-13,6291.0,6384.0,6227.5,6380.0,1395364,8825876668.5
