Date,Open,High,Low,Close,Volume,Value
2025-04-18,302.7,303.85,296.25,300.01,46147920,13843312685.9
2025-04-21,302.67,308.7,301.76,308.12,51260130,15696937031.4
2025-04-22,308.5,315.0,306.55,312.25,64482010,19986720462.3
2025-04-23,313.0,314.98,305.55,310.0,58851190,18205856288.0
2025-04-24,310.77,312.8,309.09,310.16,24120000,7504459729.8
2025-04-25,310.85,317.87,310.71,316.69,51763570,16278145183.5
2025-04-28,318.42,320.26,313.52,314.23,64064870,20322690613.4
2025-04-29,314.99,315.45,308.1,309.41,30249990,9421538560.5
2025-04-30,309.28,309.95,303.12,307.8,41266290,12646916301.8
2025-05-02,307.8,307.8,299.7,299.96,19751770,5981323146.0
2025-05-05,299.9,302.78,291.66,294.64,51318290,15230445067.2
2025-05-06,294.65,304.75,292.05,302.02,49327640,14773158821.5
2025-05-07,302.5,304.24,300.56,302.79,29667370,8976384139.9
2025-05-08,302.9,306.0,300.61,302.15,20811410,6320270506.9
2025-05-12,303.53,311.49,301.7,310.81,44959170,13884015455.2
2025-05-13,310.8,312.5,309.61,311.24,24762720,7704228262.3
2025-05-14,311.5,313.71,304.04,304.21,27152010,8424502346.8
2025-05-15,304.2,307.77,300.49,304.72,47487250,14406540059.2
2025-05-16,304.7,308.88,296.56,306.34,63956680,19427040526.8
2025-05-19,306.34,313.0,306.01,308.33,54696990,16945367750.9
2025-05-20,308.88,309.55,304.7,306.16,19810690,6083077283.3
2025-05-21,306.17,307.56,302.89,303.98,20456330,6242559258.5
2025-05-22,304.5,305.6,299.17,302.66,35013910,10582114096.7
2025-05-23,302.66,305.0,301.33,302.22,17175890,5198782407.7
2025-05-26,302.22,302.49,295.5,297.77,34631470,10306538220.4
2025-05-27,297.73,299.9,293.08,298.7,25760040,7673014298.0
2025-05-28,299.0,308.82,299.0,308.47,48001460,14648131212.0
2025-05-29,308.61,309.95,305.66,306.65,24049740,7398147137.4
2025-05-30,306.27,310.29,305.01,309.3,21916240,6759369553.5
2025-06-02,309.31,311.99,300.51,309.63,54580610,16712545745.1
2025-06-03,309.7,314.88,309.39,313.55,34937680,10951973458.0
2025-06-04,314.0,318.29,311.17,313.23,53786160,16958795557.5
2025-06-05,313.55,318.59,313.53,317.96,28359290,8986855430.0
2025-06-06,318.35,325.43,312.52,313.13,102022760,32500344718.1
2025-06-09,314.0,315.51,310.0,311.17,33754120,10533542010.0
2025-06-10,311.21,313.3,307.55,308.68,27818280,8619271205.5
2025-06-11,309.53,313.6,308.03,312.0,26275440,8191275736.2
2025-06-13,313.28,313.39,309.53,310.2,13424610,4174681243.7
